attribute,Before filtering,After filtering,sample
Q20 Bases (millions),26024.801553,25032.644661,SRX7805794_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_batch2_rep2
Q30 Bases (millions),24909.247227,24058.114737,SRX7805794_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_batch2_rep2
Q20 Rate,0.962566,0.970471,SRX7805794_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_batch2_rep2
Q30 Rate,0.921305,0.93269,SRX7805794_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_batch2_rep2
Read1 Mean Length,150,146,SRX7805794_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_batch2_rep2
Read2 Mean Length,150,146,SRX7805794_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_batch2_rep2
GC Content,0.413476,0.409771,SRX7805794_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_batch2_rep2
Total Reads (millions),167.793542,156.605274,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Total Bases (millions),25169.0313,21228.586564,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Q20 Bases (millions),23449.305048,20303.693382,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Q30 Bases (millions),21760.212049,19148.274046,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Q20 Rate,0.931673,0.956432,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Q30 Rate,0.864563,0.902004,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Read1 Mean Length,150,135,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Read2 Mean Length,150,135,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
GC Content,0.449465,0.437264,SRX7805795_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep1
Total Reads (millions),164.643528,154.414346,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Total Bases (millions),24696.5292,20802.212142,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Q20 Bases (millions),23123.669387,19963.289457,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Q30 Bases (millions),21587.693689,18920.315562,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Q20 Rate,0.936313,0.959671,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Q30 Rate,0.874119,0.909534,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Read1 Mean Length,150,134,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Read2 Mean Length,150,134,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
GC Content,0.448299,0.436827,SRX7805796_ssDRIP_sequencing_of_hESCs_ssDRIP-ESC_rep2
Total Reads (millions),222.7398,215.02344,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Total Bases (millions),32127.28946,31030.172226,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Q20 Bases (millions),30387.461513,29613.039667,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Q30 Bases (millions),28037.441533,27478.763846,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Q20 Rate,0.945846,0.95433,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Q30 Rate,0.872699,0.88555,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Read1 Mean Length,145,145,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Read2 Mean Length,142,142,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
GC Content,0.408151,0.407233,SRX7805797_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep1
Total Reads (millions),233.52978,225.488476,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Total Bases (millions),33580.703871,32437.557924,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Q20 Bases (millions),31753.205637,30947.144321,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Q30 Bases (millions),29281.212858,28700.263932,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Q20 Rate,0.945579,0.954053,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Q30 Rate,0.871965,0.884785,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Read1 Mean Length,145,145,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Read2 Mean Length,142,142,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
GC Content,0.408475,0.407561,SRX7805798_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_batch2_rep2
Total Reads (millions),110.317942,93.851594,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Total Bases (millions),16547.6913,12531.544806,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Q20 Bases (millions),14823.174871,11949.186703,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Q30 Bases (millions),13513.998184,11264.879411,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Q20 Rate,0.895785,0.953529,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Q30 Rate,0.81667,0.898922,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Read1 Mean Length,150,133,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Read2 Mean Length,150,133,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
GC Content,0.459052,0.440653,SRX7805799_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep1
Total Reads (millions),156.101674,126.57014,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Total Bases (millions),23415.2511,17509.951872,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Q20 Bases (millions),20507.817318,16551.611952,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Q30 Bases (millions),18425.439781,15477.071586,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Q20 Rate,0.875832,0.945269,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Q30 Rate,0.786899,0.883901,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Read1 Mean Length,150,138,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Read2 Mean Length,150,138,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
GC Content,0.458754,0.441437,SRX7805800_ssDRIP_sequencing_of_hiPSCs_ssDRIP-iPSC_rep2
Total Reads (millions),167.926514,154.669742,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Total Bases (millions),25188.9771,21029.027276,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Q20 Bases (millions),23243.591192,20012.373717,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Q30 Bases (millions),21493.353819,18831.064857,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Q20 Rate,0.922768,0.951655,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Q30 Rate,0.853284,0.89548,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Read1 Mean Length,150,135,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Read2 Mean Length,150,135,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
GC Content,0.451493,0.44149,SRX7805801_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep1
Total Reads (millions),141.133608,130.190392,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Total Bases (millions),21170.0412,17762.548726,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Q20 Bases (millions),19560.30105,16913.797668,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Q30 Bases (millions),18090.717176,15914.948133,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Q20 Rate,0.923961,0.952217,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Q30 Rate,0.854543,0.895983,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Read1 Mean Length,150,136,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Read2 Mean Length,150,136,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
GC Content,0.450654,0.440249,SRX7805802_ssDRIP_sequencing_of_hMSCs_ssDRIP-MSC_rep2
Total Reads (millions),216.334104,201.174554,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Total Bases (millions),32450.1156,29434.017898,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Q20 Bases (millions),30069.036652,27872.923064,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Q30 Bases (millions),27482.508035,25813.67335,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Q20 Rate,0.926623,0.946963,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Q30 Rate,0.846916,0.877001,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Read1 Mean Length,150,146,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Read2 Mean Length,150,146,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
GC Content,0.413888,0.408176,SRX7805803_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep1
Total Reads (millions),211.358232,197.066246,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Total Bases (millions),31703.7348,28892.835252,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Q20 Bases (millions),29438.315415,27393.08084,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Q30 Bases (millions),26977.86563,25420.512658,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Q20 Rate,0.928544,0.948093,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Q30 Rate,0.850937,0.879821,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Read1 Mean Length,150,146,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Read2 Mean Length,150,146,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
GC Content,0.412893,0.407688,SRX7805804_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_batch2_rep2
Total Reads (millions),146.919378,136.993448,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Total Bases (millions),22037.9067,18332.815526,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Q20 Bases (millions),20587.93201,17614.945111,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Q30 Bases (millions),19239.540572,16727.871895,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Q20 Rate,0.934205,0.960842,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Q30 Rate,0.87302,0.912455,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Read1 Mean Length,150,133,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Read2 Mean Length,150,133,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
GC Content,0.446729,0.434644,SRX7805805_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep1
Total Reads (millions),145.28711,135.244898,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Total Bases (millions),21793.0665,18210.144436,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Q20 Bases (millions),20330.882782,17477.459326,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Q30 Bases (millions),18964.629619,16570.429353,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Q20 Rate,0.932906,0.959765,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Q30 Rate,0.870214,0.909956,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Read1 Mean Length,150,134,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Read2 Mean Length,150,134,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
GC Content,0.447903,0.434564,SRX7805806_ssDRIP_sequencing_of_hNSCs_ssDRIP-NSC_rep2
Total Reads (millions),188.051378,152.014532,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Total Bases (millions),28207.7067,20394.08093,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Q20 Bases (millions),24564.533215,19222.342167,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Q30 Bases (millions),21999.763682,17943.711116,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Q20 Rate,0.870845,0.942545,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Q30 Rate,0.77992,0.879849,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Read1 Mean Length,150,134,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Read2 Mean Length,150,134,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
GC Content,0.459577,0.439117,SRX7805807_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep1
Total Reads (millions),132.686398,107.351192,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Total Bases (millions),19902.9597,14377.11965,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Q20 Bases (millions),17333.732194,13552.029628,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Q30 Bases (millions),15521.091894,12647.657113,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Q20 Rate,0.870912,0.942611,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Q30 Rate,0.779838,0.879707,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Read1 Mean Length,150,133,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Read2 Mean Length,150,133,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
GC Content,0.459565,0.439302,SRX7805808_ssDRIP_sequencing_of_hVSMCs_ssDRIP-VSMC_rep2
Total Reads (millions),88.964932,13.00735,SRX8110928_NC
Total Bases (millions),13344.7398,1945.07369,SRX8110928_NC
Q20 Bases (millions),8818.688729,1413.300489,SRX8110928_NC
Q30 Bases (millions),6723.165632,1084.02902,SRX8110928_NC
Q20 Rate,0.660836,0.726605,SRX8110928_NC
Q30 Rate,0.503806,0.55732,SRX8110928_NC
Read1 Mean Length,150,149,SRX8110928_NC
Read2 Mean Length,150,149,SRX8110928_NC
GC Content,0.523151,0.536291,SRX8110928_NC
Total Reads (millions),104.930656,17.026058,SRX8110929_NCandI-PpoI
Total Bases (millions),15739.5984,2541.99911,SRX8110929_NCandI-PpoI
Q20 Bases (millions),10372.357439,1838.775471,SRX8110929_NCandI-PpoI
Q30 Bases (millions),7875.863534,1405.873617,SRX8110929_NCandI-PpoI
Q20 Rate,0.658998,0.723358,SRX8110929_NCandI-PpoI
Q30 Rate,0.500385,0.553058,SRX8110929_NCandI-PpoI
Read1 Mean Length,150,149,SRX8110929_NCandI-PpoI
Read2 Mean Length,150,149,SRX8110929_NCandI-PpoI
GC Content,0.523796,0.537512,SRX8110929_NCandI-PpoI
Total Reads (millions),56.169976,9.911868,SRX8110930_siMETTL3
Total Bases (millions),8425.4964,1455.04504,SRX8110930_siMETTL3
Q20 Bases (millions),5635.836782,1062.239114,SRX8110930_siMETTL3
Q30 Bases (millions),4318.040042,817.85129,SRX8110930_siMETTL3
Q20 Rate,0.668903,0.730039,SRX8110930_siMETTL3
Q30 Rate,0.512497,0.56208,SRX8110930_siMETTL3
Read1 Mean Length,150,146,SRX8110930_siMETTL3
Read2 Mean Length,150,146,SRX8110930_siMETTL3
GC Content,0.515805,0.529204,SRX8110930_siMETTL3
Total Reads (millions),101.602068,16.804838,SRX8110931_siMETTL3andI-PpoI
Total Bases (millions),15240.3102,2516.158882,SRX8110931_siMETTL3andI-PpoI
Q20 Bases (millions),10155.16121,1829.2889050000001,SRX8110931_siMETTL3andI-PpoI
Q30 Bases (millions),7796.809806,1410.761948,SRX8110931_siMETTL3andI-PpoI
Q20 Rate,0.666336,0.727016,SRX8110931_siMETTL3andI-PpoI
Q30 Rate,0.511591,0.560681,SRX8110931_siMETTL3andI-PpoI
Read1 Mean Length,150,149,SRX8110931_siMETTL3andI-PpoI
Read2 Mean Length,150,149,SRX8110931_siMETTL3andI-PpoI
GC Content,0.519209,0.532911,SRX8110931_siMETTL3andI-PpoI
Total Reads (millions),61.499544,8.754968,SRX8110932_RNase_H1
Total Bases (millions),9224.9316,1309.998452,SRX8110932_RNase_H1
Q20 Bases (millions),6100.422094,948.936184,SRX8110932_RNase_H1
Q30 Bases (millions),4671.251508,733.347779,SRX8110932_RNase_H1
Q20 Rate,0.661297,0.72438,SRX8110932_RNase_H1
Q30 Rate,0.506372,0.559808,SRX8110932_RNase_H1
Read1 Mean Length,150,149,SRX8110932_RNase_H1
Read2 Mean Length,150,149,SRX8110932_RNase_H1
GC Content,0.523329,0.53932,SRX8110932_RNase_H1
Total Reads (millions),35.122549,34.974429,SRX8122753_K562_DRIP-seq_Control_DG1A
Total Bases (millions),3547.377449,3532.417329,SRX8122753_K562_DRIP-seq_Control_DG1A
Q20 Bases (millions),3477.752419,3469.295514,SRX8122753_K562_DRIP-seq_Control_DG1A
Q30 Bases (millions),3361.318519,3355.948256,SRX8122753_K562_DRIP-seq_Control_DG1A
Q20 Rate,0.980373,0.982131,SRX8122753_K562_DRIP-seq_Control_DG1A
Q30 Rate,0.94755,0.950043,SRX8122753_K562_DRIP-seq_Control_DG1A
Read1 Mean Length,101,101,SRX8122753_K562_DRIP-seq_Control_DG1A
GC Content,0.454259,0.454526,SRX8122753_K562_DRIP-seq_Control_DG1A
Total Reads (millions),32.060678,31.632318,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
Total Bases (millions),3238.128478,3182.258721,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
Q20 Bases (millions),3170.968083,3126.105776,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
Q30 Bases (millions),3062.863883,3023.862057,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
Q20 Rate,0.97926,0.982354,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
Q30 Rate,0.945875,0.950225,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
Read1 Mean Length,101,100,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
GC Content,0.436167,0.435961,SRX8122754_K562_DRIP-seq_PladB_2_hours_DG1B
Total Reads (millions),68.748767,68.487748,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
Total Bases (millions),6943.625467,6917.262548,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
Q20 Bases (millions),6803.203415,6788.1383,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
Q30 Bases (millions),6578.261642,6568.416906,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
Q20 Rate,0.979777,0.981333,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
Q30 Rate,0.947381,0.949569,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
Read1 Mean Length,101,101,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
GC Content,0.400151,0.400331,SRX8122755_K562_DRIP-seq_PladB_4_hours_DG1C
Total Reads (millions),40.731888,40.552345,SRX8122756_K562_DRIP-seq_Control_DG1D
Total Bases (millions),4113.920688,4094.735526,SRX8122756_K562_DRIP-seq_Control_DG1D
Q20 Bases (millions),4026.639374,4015.250446,SRX8122756_K562_DRIP-seq_Control_DG1D
Q30 Bases (millions),3884.096832,3876.403502,SRX8122756_K562_DRIP-seq_Control_DG1D
Q20 Rate,0.978784,0.980588,SRX8122756_K562_DRIP-seq_Control_DG1D
Q30 Rate,0.944135,0.94668,SRX8122756_K562_DRIP-seq_Control_DG1D
Read1 Mean Length,101,100,SRX8122756_K562_DRIP-seq_Control_DG1D
GC Content,0.453923,0.454221,SRX8122756_K562_DRIP-seq_Control_DG1D
Total Reads (millions),32.94151,32.846852,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
Total Bases (millions),3327.09251,3317.532052,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
Q20 Bases (millions),3257.021161,3251.331744,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
Q30 Bases (millions),3146.853989,3142.955828,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
Q20 Rate,0.978939,0.980045,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
Q30 Rate,0.945827,0.947378,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
Read1 Mean Length,101,101,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
GC Content,0.446572,0.446749,SRX8122757_GEO_accession_GSM4478674_is_currently_private_and_is_scheduled_to_be_released_on_Apr_01_2022
Total Reads (millions),30.4045,30.300657,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
Total Bases (millions),3070.8545,3060.091951,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
Q20 Bases (millions),3011.360992,3004.70321,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
Q30 Bases (millions),2910.583709,2905.856971,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
Q20 Rate,0.980626,0.9819,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
Q30 Rate,0.947809,0.949598,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
Read1 Mean Length,101,100,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
GC Content,0.45184,0.452064,SRX8122758_K562_DRIP-seq_DMSO_4_hours_DG1F
Total Reads (millions),42.152141,41.956232,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
Total Bases (millions),4257.366241,4237.579432,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
Q20 Bases (millions),4166.371156,4155.217649,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
Q30 Bases (millions),4019.850626,4012.752432,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
Q20 Rate,0.978626,0.980564,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
Q30 Rate,0.944211,0.946944,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
Read1 Mean Length,101,101,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
GC Content,0.448583,0.4489,SRX8122759_K562_DRIP-seq_PladB_2_hours_DG1G
Total Reads (millions),43.568681,43.378874,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
Total Bases (millions),4400.436781,4381.266274,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
Q20 Bases (millions),4307.192995,4296.32312,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
Q30 Bases (millions),4155.288537,4148.314986,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
Q20 Rate,0.97881,0.980612,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
Q30 Rate,0.94429,0.94683,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
Read1 Mean Length,101,101,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
GC Content,0.445164,0.445448,SRX8122760_K562_DRIP-seq_PladB_4_hours_DG1H
Total Reads (millions),27.403322,27.272775,SRX8122769_K562_sDRIP-seq_Control_DG3A
Total Bases (millions),2740.3322,2726.063405,SRX8122769_K562_sDRIP-seq_Control_DG3A
Q20 Bases (millions),2671.205974,2662.669549,SRX8122769_K562_sDRIP-seq_Control_DG3A
Q30 Bases (millions),2575.472856,2569.48578,SRX8122769_K562_sDRIP-seq_Control_DG3A
Q20 Rate,0.974775,0.976745,SRX8122769_K562_sDRIP-seq_Control_DG3A
Q30 Rate,0.93984,0.942563,SRX8122769_K562_sDRIP-seq_Control_DG3A
Read1 Mean Length,100,99,SRX8122769_K562_sDRIP-seq_Control_DG3A
GC Content,0.436271,0.436731,SRX8122769_K562_sDRIP-seq_Control_DG3A
Total Reads (millions),28.296883,28.154124,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
Total Bases (millions),2829.6883,2814.491654,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
Q20 Bases (millions),2747.613696,2738.761406,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
Q30 Bases (millions),2646.8106,2640.74754,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
Q20 Rate,0.970995,0.973093,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
Q30 Rate,0.935372,0.938268,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
Read1 Mean Length,100,99,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
GC Content,0.423937,0.424449,SRX8122770_K562_sDRIP-seq_DMSO_4_hours_DG3B
Total Reads (millions),23.868282,22.480982,SRX8122771_K562_sDRIP-seq_PladB_4_hours_DG3C
